dateRep,cases,countriesAndTerritories,cNum
22/10/2020,178,Egypt,1.84085608
23/10/2020,177,Egypt,1.8966396
24/10/2020,170,Egypt,1.96039219
25/10/2020,167,Egypt,2.00222983
26/10/2020,143,Egypt,2.14467702
27/10/2020,167,Egypt,2.0510404
28/10/2020,170,Egypt,2.08192057
29/10/2020,153,Egypt,2.10682392
30/10/2020,179,Egypt,2.16758811
31/10/2020,167,Egypt,2.20842961
1/11/2020,179,Egypt,2.24927112
2/11/2020,181,Egypt,2.30306237
3/11/2020,189,Egypt,2.36880723
4/11/2020,197,Egypt,2.40765646
5/11/2020,207,Egypt,2.43654436
6/11/2020,201,Egypt,2.46045158
7/11/2020,224,Egypt,2.51424283
8/11/2020,208,Egypt,2.55508433
9/11/2020,239,Egypt,2.65071322
10/11/2020,221,Egypt,2.70450447
11/11/2020,232,Egypt,2.76626479
12/11/2020,227,Egypt,2.83997872
13/11/2020,214,Egypt,2.87484342
14/11/2020,224,Egypt,2.93162307
15/11/2020,228,Egypt,2.98043365
16/11/2020,220,Egypt,3.01928289
17/11/2020,242,Egypt,3.072078
18/11/2020,275,Egypt,3.14977647
19/11/2020,329,Egypt,3.27130485
20/11/2020,342,Egypt,3.41175978
21/11/2020,363,Egypt,3.55022244
22/11/2020,358,Egypt,3.69964258
23/11/2020,351,Egypt,3.81120961
24/11/2020,354,Egypt,3.94369546
25/11/2020,361,Egypt,4.07219678
26/11/2020,365,Egypt,4.20966331
27/11/2020,368,Egypt,4.36306798
28/11/2020,357,Egypt,4.49555383
29/11/2020,351,Egypt,4.61807835
30/11/2020,358,Egypt,4.75554487
1/12/2020,370,Egypt,4.88305005
2/12/2020,392,Egypt,4.99959776
3/12/2020,421,Egypt,5.09124211
4/12/2020,432,Egypt,5.18089419
5/12/2020,427,Egypt,5.24464678
6/12/2020,431,Egypt,5.31736458
7/12/2020,418,Egypt,5.38410558
8/12/2020,415,Egypt,5.44486977
9/12/2020,434,Egypt,5.51758757
10/12/2020,421,Egypt,5.57337108
11/12/2020,445,Egypt,5.65007342
12/12/2020,464,Egypt,5.75665978
13/12/2020,478,Egypt,5.88316883
14/12/2020,486,Egypt,6.01067402
19/03/2020,1,El_Salvador,
20/03/2020,0,El_Salvador,
21/03/2020,2,El_Salvador,
22/03/2020,0,El_Salvador,
23/03/2020,0,El_Salvador,
24/03/2020,2,El_Salvador,
25/03/2020,4,El_Salvador,
26/03/2020,4,El_Salvador,
27/03/2020,0,El_Salvador,
28/03/2020,0,El_Salvador,
29/03/2020,6,El_Salvador,
30/03/2020,11,El_Salvador,
31/03/2020,2,El_Salvador,
1/4/2020,0,El_Salvador,0.49585112
2/4/2020,9,El_Salvador,0.6198139
3/4/2020,5,El_Salvador,0.69729064
4/4/2020,10,El_Salvador,0.82125342
5/4/2020,6,El_Salvador,0.9142255
6/4/2020,7,El_Salvador,1.02269294
7/4/2020,9,El_Salvador,1.13116037
8/4/2020,0,El_Salvador,1.06917898
9/4/2020,25,El_Salvador,1.39458128
10/4/2020,14,El_Salvador,1.61151614
11/4/2020,1,El_Salvador,1.62701149
12/4/2020,0,El_Salvador,1.5340394
13/04/2020,7,El_Salvador,1.47205801
14/04/2020,24,El_Salvador,1.81295566
15/04/2020,10,El_Salvador,1.96790914
16/04/2020,0,El_Salvador,1.82845101
17/04/2020,5,El_Salvador,1.82845101
18/04/2020,13,El_Salvador,1.87493705
19/04/2020,13,El_Salvador,1.98340448
20/04/2020,11,El_Salvador,2.04538587
21/04/2020,17,El_Salvador,2.16934865
22/04/2020,7,El_Salvador,2.27781609
23/04/2020,12,El_Salvador,2.07637657
24/04/2020,13,El_Salvador,2.06088122
25/04/2020,11,El_Salvador,2.2158347
26/04/2020,37,El_Salvador,2.78916255
27/04/2020,0,El_Salvador,2.68069512
28/04/2020,25,El_Salvador,2.69619047
29/04/2020,22,El_Salvador,2.88213464
30/04/2020,32,El_Salvador,3.37798576
1/5/2020,47,El_Salvador,4.02879036
2/5/2020,22,El_Salvador,4.16824848
3/5/2020,0,El_Salvador,3.96680897
4/5/2020,109,El_Salvador,5.48535302
5/5/2020,32,El_Salvador,5.71778324
6/5/2020,0,El_Salvador,5.6093158
7/5/2020,108,El_Salvador,7.09686917
8/5/2020,0,El_Salvador,6.89542965
9/5/2020,89,El_Salvador,8.10406675
10/5/2020,105,El_Salvador,9.15775039
11/5/2020,69,El_Salvador,10.22692936
12/5/2020,40,El_Salvador,10.45935958
13/05/2020,39,El_Salvador,10.72278049
14/05/2020,75,El_Salvador,11.38908043
15/05/2020,98,El_Salvador,12.17934315
16/05/2020,55,El_Salvador,12.69068962
17/05/2020,0,El_Salvador,12.69068962
18/05/2020,73,El_Salvador,12.13285711
19/05/2020,75,El_Salvador,12.79915705
20/05/2020,85,El_Salvador,14.11626159
21/05/2020,73,El_Salvador,13.57392443
22/05/2020,69,El_Salvador,14.64310341
23/05/2020,85,El_Salvador,14.58112202
24/05/2020,94,El_Salvador,14.4106732
25/05/2020,96,El_Salvador,14.82904758
26/05/2020,68,El_Salvador,15.26291731
27/05/2020,59,El_Salvador,15.57282426
28/05/2020,67,El_Salvador,15.44886148
29/05/2020,85,El_Salvador,15.24742196
30/05/2020,84,El_Salvador,15.69678704
31/05/2020,239,El_Salvador,19.4001751
1/6/2020,0,El_Salvador,18.26901473
2/6/2020,65,El_Salvador,18.11406125
3/6/2020,71,El_Salvador,17.89712639
4/6/2020,52,El_Salvador,17.57172409
5/6/2020,76,El_Salvador,17.68019152
6/6/2020,68,El_Salvador,17.41677061
7/6/2020,85,El_Salvador,17.27731249
8/6/2020,81,El_Salvador,17.04488227
9/6/2020,89,El_Salvador,17.37028457
10/6/2020,87,El_Salvador,17.8041543
11/6/2020,83,El_Salvador,18.05207986
12/6/2020,207,El_Salvador,19.94251226
13/06/2020,0,El_Salvador,18.64090307
14/06/2020,122,El_Salvador,16.82794741
15/06/2020,117,El_Salvador,18.64090307
16/06/2020,106,El_Salvador,19.27621232
17/06/2020,115,El_Salvador,19.95800761
18/06/2020,125,El_Salvador,21.08916798
19/06/2020,134,El_Salvador,21.98789813
20/06/2020,129,El_Salvador,22.93311433
21/06/2020,297,El_Salvador,26.21812801
22/06/2020,0,El_Salvador,24.96300486
23/06/2020,182,El_Salvador,26.40407218
24/06/2020,165,El_Salvador,27.61270928
25/06/2020,177,El_Salvador,29.06927195
26/06/2020,186,El_Salvador,28.74386965
27/06/2020,181,El_Salvador,31.54852755
28/06/2020,417,El_Salvador,36.11965507
29/06/2020,0,El_Salvador,34.30669941
30/06/2020,239,El_Salvador,36.36758063
1/7/2020,265,El_Salvador,38.69188276
2/7/2020,298,El_Salvador,41.37257788
3/7/2020,264,El_Salvador,43.38697306
4/7/2020,267,El_Salvador,45.52533102
5/7/2020,240,El_Salvador,44.64209621
6/7/2020,270,El_Salvador,48.82584004
7/7/2020,250,El_Salvador,49.87952367
8/7/2020,280,El_Salvador,51.66148864
9/7/2020,259,El_Salvador,52.93210713
10/7/2020,278,El_Salvador,54.35767911
11/7/2020,298,El_Salvador,56.17063477
12/7/2020,249,El_Salvador,53.56741638
13/07/2020,283,El_Salvador,57.95259973
14/07/2020,304,El_Salvador,58.95979732
15/07/2020,325,El_Salvador,59.88951817
16/07/2020,342,El_Salvador,60.57131346
17/07/2020,312,El_Salvador,61.31509014
18/07/2020,250,El_Salvador,61.05166924
19/07/2020,301,El_Salvador,61.99688544
20/07/2020,338,El_Salvador,63.05056907
21/07/2020,361,El_Salvador,64.77055264
22/07/2020,375,El_Salvador,66.24261066
23/07/2020,393,El_Salvador,68.31898722
24/07/2020,402,El_Salvador,70.24041032
25/07/2020,415,El_Salvador,72.05336598
26/07/2020,429,El_Salvador,74.84252853
27/07/2020,409,El_Salvador,76.79494232
28/07/2020,405,El_Salvador,78.35997242
29/07/2020,411,El_Salvador,79.69257231
30/07/2020,395,El_Salvador,80.51382572
31/07/2020,389,El_Salvador,81.70696748
1/8/2020,402,El_Salvador,84.06226031
2/8/2020,418,El_Salvador,85.87521597
3/8/2020,398,El_Salvador,86.80493682
4/8/2020,395,El_Salvador,87.33177863
5/8/2020,419,El_Salvador,88.01357392
6/8/2020,439,El_Salvador,88.72635991
7/8/2020,425,El_Salvador,89.0827529
8/8/2020,418,El_Salvador,89.12923895
9/8/2020,434,El_Salvador,89.20671568
10/8/2020,445,El_Salvador,89.76454819
11/8/2020,449,El_Salvador,90.44634349
12/8/2020,397,El_Salvador,90.22940862
13/08/2020,375,El_Salvador,89.91950167
14/08/2020,349,El_Salvador,89.29968777
15/08/2020,321,El_Salvador,88.04456462
16/08/2020,305,El_Salvador,86.29359035
17/08/2020,293,El_Salvador,84.66657886
18/08/2020,281,El_Salvador,82.90010924
19/08/2020,269,El_Salvador,80.57580711
20/08/2020,255,El_Salvador,77.72466317
21/08/2020,247,El_Salvador,74.96649131
22/08/2020,456,El_Salvador,75.55531452
23/08/2020,0,El_Salvador,68.83033369
24/08/2020,202,El_Salvador,65.06496424
25/08/2020,189,El_Salvador,61.03617389
26/08/2020,175,El_Salvador,57.59620674
27/08/2020,154,El_Salvador,54.17173494
28/08/2020,144,El_Salvador,50.99518869
29/08/2020,131,El_Salvador,48.05107267
30/08/2020,220,El_Salvador,46.73396813
31/08/2020,94,El_Salvador,43.65039397
1/9/2020,91,El_Salvador,40.70627794
2/9/2020,84,El_Salvador,37.83963865
3/9/2020,0,El_Salvador,33.88832503
4/9/2020,96,El_Salvador,31.54852755
5/9/2020,99,El_Salvador,26.01668849
6/9/2020,209,El_Salvador,29.25521612
7/9/2020,0,El_Salvador,26.12515592
8/9/2020,105,El_Salvador,24.82354673
9/9/2020,98,El_Salvador,23.63040497
10/9/2020,91,El_Salvador,22.65419808
11/9/2020,86,El_Salvador,21.75546792
12/9/2020,163,El_Salvador,22.25131904
13/09/2020,77,El_Salvador,20.03548435
14/09/2020,81,El_Salvador,19.83404483
15/09/2020,79,El_Salvador,19.64810066
16/09/2020,75,El_Salvador,19.50864253
17/09/2020,0,El_Salvador,19.50864253
18/09/2020,86,El_Salvador,19.35368905
19/09/2020,97,El_Salvador,19.32269836
20/09/2020,82,El_Salvador,17.35478922
21/09/2020,125,El_Salvador,19.29170766
22/09/2020,245,El_Salvador,21.46105632
23/09/2020,156,El_Salvador,22.35978647
24/09/2020,0,El_Salvador,20.94970985
25/09/2020,247,El_Salvador,23.4444608
26/09/2020,214,El_Salvador,24.23472352
27/09/2020,0,El_Salvador,23.04158177
28/09/2020,215,El_Salvador,25.11795833
29/09/2020,179,El_Salvador,26.66749309
30/09/2020,172,El_Salvador,28.17054179
1/10/2020,96,El_Salvador,29.65809516
2/10/2020,98,El_Salvador,29.84403933
3/10/2020,0,El_Salvador,28.34099062
4/10/2020,183,El_Salvador,29.90602072
5/10/2020,92,El_Salvador,29.39467425
6/10/2020,193,El_Salvador,28.58891618
7/10/2020,94,El_Salvador,27.62820463
8/10/2020,105,El_Salvador,29.25521612
9/10/2020,0,El_Salvador,25.42786528
10/10/2020,109,El_Salvador,23.80085379
11/10/2020,0,El_Salvador,23.80085379
12/10/2020,245,El_Salvador,24.26571422
13/10/2020,0,El_Salvador,21.49204701
14/10/2020,284,El_Salvador,23.22752594
15/10/2020,286,El_Salvador,26.17164196
16/10/2020,295,El_Salvador,29.22422543
17/10/2020,204,El_Salvador,32.38527632
18/10/2020,191,El_Salvador,32.5092391
19/10/2020,210,El_Salvador,34.33769011
20/10/2020,0,El_Salvador,31.34708804
21/10/2020,309,El_Salvador,34.67858775
22/10/2020,145,El_Salvador,35.29840165
23/10/2020,142,El_Salvador,37.498741
24/10/2020,159,El_Salvador,38.27350838
25/10/2020,164,El_Salvador,40.81474537
26/10/2020,0,El_Salvador,37.01838523
27/10/2020,340,El_Salvador,42.28680339
28/10/2020,0,El_Salvador,37.88612469
29/10/2020,0,El_Salvador,33.4544553
30/10/2020,520,El_Salvador,36.94090849
31/10/2020,0,El_Salvador,33.7798576
1/11/2020,0,El_Salvador,30.82024622
2/11/2020,570,El_Salvador,36.39857133
3/11/2020,0,El_Salvador,36.39857133
4/11/2020,0,El_Salvador,31.61050894
5/11/2020,0,El_Salvador,29.36368355
6/11/2020,767,El_Salvador,39.04827576
7/11/2020,363,El_Salvador,42.20932665
8/11/2020,0,El_Salvador,39.66808966
9/11/2020,0,El_Salvador,39.66808966
10/11/2020,0,El_Salvador,34.3996715
11/11/2020,0,El_Salvador,34.3996715
12/11/2020,0,El_Salvador,34.3996715
13/11/2020,885,El_Salvador,40.05547334
14/11/2020,165,El_Salvador,42.61220569
15/11/2020,163,El_Salvador,45.13794733
16/11/2020,0,El_Salvador,36.30559924
17/11/2020,311,El_Salvador,41.12465232
18/11/2020,0,El_Salvador,41.12465232
19/11/2020,296,El_Salvador,45.71127519
20/11/2020,144,El_Salvador,36.05767368
21/11/2020,141,El_Salvador,32.61770653
22/11/2020,0,El_Salvador,32.61770653
23/11/2020,312,El_Salvador,37.45225496
24/11/2020,322,El_Salvador,42.44175686
25/11/2020,0,El_Salvador,42.44175686
26/11/2020,0,El_Salvador,42.44175686
27/11/2020,521,El_Salvador,36.80145036
28/11/2020,0,El_Salvador,34.24471802
29/11/2020,0,El_Salvador,31.71897638
30/11/2020,0,El_Salvador,31.71897638
1/12/2020,536,El_Salvador,35.20542957
2/12/2020,189,El_Salvador,38.13405025
3/12/2020,0,El_Salvador,33.54742738
4/12/2020,588,El_Salvador,40.42736168
5/12/2020,0,El_Salvador,38.24251768
6/12/2020,413,El_Salvador,44.64209621
7/12/2020,214,El_Salvador,43.12355215
8/12/2020,0,El_Salvador,38.13405025
9/12/2020,396,El_Salvador,44.27020787
10/12/2020,0,El_Salvador,44.27020787
11/12/2020,0,El_Salvador,36.19713181
12/12/2020,422,El_Salvador,42.73616847
13/12/2020,231,El_Salvador,46.31559374
14/12/2020,486,El_Salvador,53.84633264
15/03/2020,1,Equatorial_Guinea,
16/03/2020,0,Equatorial_Guinea,
17/03/2020,0,Equatorial_Guinea,
18/03/2020,0,Equatorial_Guinea,
19/03/2020,2,Equatorial_Guinea,
20/03/2020,1,Equatorial_Guinea,
21/03/2020,0,Equatorial_Guinea,
22/03/2020,2,Equatorial_Guinea,
23/03/2020,0,Equatorial_Guinea,
24/03/2020,3,Equatorial_Guinea,
25/03/2020,0,Equatorial_Guinea,
26/03/2020,2,Equatorial_Guinea,
27/03/2020,1,Equatorial_Guinea,
28/03/2020,1,Equatorial_Guinea,0.95871479
29/03/2020,0,Equatorial_Guinea,0.8849675
30/03/2020,1,Equatorial_Guinea,0.95871479
31/03/2020,0,Equatorial_Guinea,0.95871479
1/4/2020,1,Equatorial_Guinea,1.03246208
2/4/2020,0,Equatorial_Guinea,0.8849675
3/4/2020,0,Equatorial_Guinea,0.81122021
4/4/2020,1,Equatorial_Guinea,0.8849675
5/4/2020,0,Equatorial_Guinea,0.73747292
6/4/2020,0,Equatorial_Guinea,0.73747292
7/4/2020,0,Equatorial_Guinea,0.51623104
8/4/2020,0,Equatorial_Guinea,0.51623104
9/4/2020,2,Equatorial_Guinea,0.51623104
10/4/2020,0,Equatorial_Guinea,0.44248375
11/4/2020,0,Equatorial_Guinea,0.36873646
12/4/2020,0,Equatorial_Guinea,0.36873646
13/04/2020,3,Equatorial_Guinea,0.51623104
14/04/2020,0,Equatorial_Guinea,0.51623104
15/04/2020,20,Equatorial_Guinea,1.91742958
16/04/2020,10,Equatorial_Guinea,2.6549025
17/04/2020,0,Equatorial_Guinea,2.6549025
18/04/2020,28,Equatorial_Guinea,4.64607937
19/04/2020,0,Equatorial_Guinea,4.64607937
20/04/2020,0,Equatorial_Guinea,4.64607937
21/04/2020,0,Equatorial_Guinea,4.64607937
22/04/2020,0,Equatorial_Guinea,4.64607937
23/04/2020,4,Equatorial_Guinea,4.79357396
24/04/2020,1,Equatorial_Guinea,4.86732125
25/04/2020,128,Equatorial_Guinea,14.30697458
26/04/2020,2,Equatorial_Guinea,14.45446916
27/04/2020,44,Equatorial_Guinea,17.47810812
28/04/2020,0,Equatorial_Guinea,17.47810812
29/04/2020,57,Equatorial_Guinea,20.20675791
30/04/2020,0,Equatorial_Guinea,19.46928499
1/5/2020,0,Equatorial_Guinea,19.46928499
2/5/2020,0,Equatorial_Guinea,17.40436082
3/5/2020,0,Equatorial_Guinea,17.40436082
4/5/2020,0,Equatorial_Guinea,17.40436082
5/5/2020,0,Equatorial_Guinea,17.40436082
6/5/2020,124,Equatorial_Guinea,26.54902499
7/5/2020,0,Equatorial_Guinea,26.25403582
8/5/2020,0,Equatorial_Guinea,26.18028853
9/5/2020,0,Equatorial_Guinea,16.7406352
10/5/2020,0,Equatorial_Guinea,16.59314062
11/5/2020,0,Equatorial_Guinea,13.34825979
12/5/2020,0,Equatorial_Guinea,13.34825979
13/05/2020,0,Equatorial_Guinea,9.14466416
14/05/2020,83,Equatorial_Guinea,15.26568937
15/05/2020,72,Equatorial_Guinea,20.57549436
16/05/2020,0,Equatorial_Guinea,20.57549436
17/05/2020,0,Equatorial_Guinea,20.57549436
18/05/2020,0,Equatorial_Guinea,20.57549436
19/05/2020,125,Equatorial_Guinea,29.79390582
20/05/2020,171,Equatorial_Guinea,33.26002853
21/05/2020,0,Equatorial_Guinea,33.26002853
22/05/2020,13,Equatorial_Guinea,34.21874332
23/05/2020,0,Equatorial_Guinea,34.21874332
24/05/2020,140,Equatorial_Guinea,44.54336414
25/05/2020,0,Equatorial_Guinea,44.54336414
26/05/2020,0,Equatorial_Guinea,44.54336414
27/05/2020,0,Equatorial_Guinea,44.54336414
28/05/2020,0,Equatorial_Guinea,38.42233894
29/05/2020,0,Equatorial_Guinea,33.11253394
30/05/2020,0,Equatorial_Guinea,33.11253394
31/05/2020,263,Equatorial_Guinea,52.50807164
1/6/2020,0,Equatorial_Guinea,52.50807164
2/6/2020,0,Equatorial_Guinea,43.28966019
3/6/2020,0,Equatorial_Guinea,30.67887332
4/6/2020,0,Equatorial_Guinea,30.67887332
5/6/2020,0,Equatorial_Guinea,29.72015853
6/6/2020,0,Equatorial_Guinea,29.72015853
7/6/2020,0,Equatorial_Guinea,19.3955377
8/6/2020,0,Equatorial_Guinea,19.3955377
9/6/2020,0,Equatorial_Guinea,19.3955377
10/6/2020,0,Equatorial_Guinea,19.3955377
11/6/2020,0,Equatorial_Guinea,19.3955377
12/6/2020,0,Equatorial_Guinea,19.3955377
13/06/2020,0,Equatorial_Guinea,19.3955377
14/06/2020,0,Equatorial_Guinea,0
15/06/2020,0,Equatorial_Guinea,0
16/06/2020,0,Equatorial_Guinea,0
17/06/2020,0,Equatorial_Guinea,0
18/06/2020,0,Equatorial_Guinea,0
19/06/2020,0,Equatorial_Guinea,0
20/06/2020,358,Equatorial_Guinea,26.4015304
21/06/2020,0,Equatorial_Guinea,26.4015304
22/06/2020,0,Equatorial_Guinea,26.4015304
23/06/2020,337,Equatorial_Guinea,51.25436768
24/06/2020,0,Equatorial_Guinea,51.25436768
25/06/2020,0,Equatorial_Guinea,51.25436768
26/06/2020,0,Equatorial_Guinea,51.25436768
27/06/2020,0,Equatorial_Guinea,51.25436768
28/06/2020,0,Equatorial_Guinea,51.25436768
29/06/2020,0,Equatorial_Guinea,51.25436768
30/06/2020,0,Equatorial_Guinea,51.25436768
1/7/2020,0,Equatorial_Guinea,51.25436768
2/7/2020,0,Equatorial_Guinea,51.25436768
3/7/2020,1070,Equatorial_Guinea,130.1639697
4/7/2020,0,Equatorial_Guinea,103.7624393
5/7/2020,0,Equatorial_Guinea,103.7624393
6/7/2020,0,Equatorial_Guinea,103.7624393
7/7/2020,0,Equatorial_Guinea,78.90960204
8/7/2020,0,Equatorial_Guinea,78.90960204
9/7/2020,0,Equatorial_Guinea,78.90960204
10/7/2020,0,Equatorial_Guinea,78.90960204
11/7/2020,0,Equatorial_Guinea,78.90960204
12/7/2020,0,Equatorial_Guinea,78.90960204
13/07/2020,0,Equatorial_Guinea,78.90960204
14/07/2020,0,Equatorial_Guinea,78.90960204
15/07/2020,0,Equatorial_Guinea,78.90960204
16/07/2020,0,Equatorial_Guinea,78.90960204
17/07/2020,0,Equatorial_Guinea,0
18/07/2020,0,Equatorial_Guinea,0
19/07/2020,0,Equatorial_Guinea,0
20/07/2020,0,Equatorial_Guinea,0
21/07/2020,0,Equatorial_Guinea,0
22/07/2020,0,Equatorial_Guinea,0
23/07/2020,0,Equatorial_Guinea,0
24/07/2020,0,Equatorial_Guinea,0
25/07/2020,0,Equatorial_Guinea,0
26/07/2020,0,Equatorial_Guinea,0
27/07/2020,0,Equatorial_Guinea,0
28/07/2020,0,Equatorial_Guinea,0
29/07/2020,0,Equatorial_Guinea,0
30/07/2020,0,Equatorial_Guinea,0
31/07/2020,0,Equatorial_Guinea,0
1/8/2020,0,Equatorial_Guinea,0
2/8/2020,1750,Equatorial_Guinea,129.0577604
3/8/2020,0,Equatorial_Guinea,129.0577604
4/8/2020,0,Equatorial_Guinea,129.0577604
5/8/2020,0,Equatorial_Guinea,129.0577604
6/8/2020,0,Equatorial_Guinea,129.0577604
7/8/2020,0,Equatorial_Guinea,129.0577604
8/8/2020,0,Equatorial_Guinea,129.0577604
9/8/2020,0,Equatorial_Guinea,129.0577604
10/8/2020,0,Equatorial_Guinea,129.0577604
11/8/2020,0,Equatorial_Guinea,129.0577604
12/8/2020,0,Equatorial_Guinea,129.0577604
13/08/2020,0,Equatorial_Guinea,129.0577604
14/08/2020,0,Equatorial_Guinea,129.0577604
15/08/2020,0,Equatorial_Guinea,129.0577604
16/08/2020,0,Equatorial_Guinea,0
17/08/2020,0,Equatorial_Guinea,0
18/08/2020,0,Equatorial_Guinea,0
19/08/2020,71,Equatorial_Guinea,5.23605771
20/08/2020,0,Equatorial_Guinea,5.23605771
21/08/2020,0,Equatorial_Guinea,5.23605771
22/08/2020,0,Equatorial_Guinea,5.23605771
23/08/2020,34,Equatorial_Guinea,7.74346562
24/08/2020,0,Equatorial_Guinea,7.74346562
25/08/2020,0,Equatorial_Guinea,7.74346562
26/08/2020,0,Equatorial_Guinea,7.74346562
27/08/2020,0,Equatorial_Guinea,7.74346562
28/08/2020,2,Equatorial_Guinea,7.8909602
29/08/2020,0,Equatorial_Guinea,7.8909602
30/08/2020,13,Equatorial_Guinea,8.849675
31/08/2020,0,Equatorial_Guinea,8.849675
1/9/2020,0,Equatorial_Guinea,8.849675
2/9/2020,24,Equatorial_Guinea,5.38355229
3/9/2020,0,Equatorial_Guinea,5.38355229
4/9/2020,0,Equatorial_Guinea,5.38355229
5/9/2020,7,Equatorial_Guinea,5.89978333
6/9/2020,0,Equatorial_Guinea,3.39237542
7/9/2020,0,Equatorial_Guinea,3.39237542
8/9/2020,0,Equatorial_Guinea,3.39237542
9/9/2020,13,Equatorial_Guinea,4.35109021
10/9/2020,0,Equatorial_Guinea,4.35109021
11/9/2020,5,Equatorial_Guinea,4.57233208
12/9/2020,0,Equatorial_Guinea,4.57233208
13/09/2020,6,Equatorial_Guinea,4.05610104
14/09/2020,0,Equatorial_Guinea,4.05610104
15/09/2020,4,Equatorial_Guinea,4.35109021
16/09/2020,0,Equatorial_Guinea,2.58115521
17/09/2020,0,Equatorial_Guinea,2.58115521
18/09/2020,0,Equatorial_Guinea,2.58115521
19/09/2020,2,Equatorial_Guinea,2.21241875
20/09/2020,0,Equatorial_Guinea,2.21241875
21/09/2020,0,Equatorial_Guinea,2.21241875
22/09/2020,16,Equatorial_Guinea,3.39237542
23/09/2020,0,Equatorial_Guinea,2.43366062
24/09/2020,0,Equatorial_Guinea,2.43366062
25/09/2020,0,Equatorial_Guinea,2.06492417
26/09/2020,0,Equatorial_Guinea,2.06492417
27/09/2020,10,Equatorial_Guinea,2.35991333
28/09/2020,0,Equatorial_Guinea,2.35991333
29/09/2020,0,Equatorial_Guinea,2.06492417
30/09/2020,2,Equatorial_Guinea,2.21241875
1/10/2020,0,Equatorial_Guinea,2.21241875
2/10/2020,15,Equatorial_Guinea,3.31862812
3/10/2020,0,Equatorial_Guinea,3.17113354
4/10/2020,0,Equatorial_Guinea,3.17113354
5/10/2020,0,Equatorial_Guinea,3.17113354
6/10/2020,7,Equatorial_Guinea,2.50740792
7/10/2020,0,Equatorial_Guinea,2.50740792
8/10/2020,10,Equatorial_Guinea,3.24488083
9/10/2020,0,Equatorial_Guinea,3.24488083
10/10/2020,1,Equatorial_Guinea,3.31862812
11/10/2020,0,Equatorial_Guinea,2.58115521
12/10/2020,0,Equatorial_Guinea,2.58115521
13/10/2020,3,Equatorial_Guinea,2.80239708
14/10/2020,0,Equatorial_Guinea,2.6549025
15/10/2020,2,Equatorial_Guinea,2.80239708
16/10/2020,0,Equatorial_Guinea,1.69618771
17/10/2020,2,Equatorial_Guinea,1.84368229
18/10/2020,0,Equatorial_Guinea,1.84368229
19/10/2020,0,Equatorial_Guinea,1.84368229
20/10/2020,0,Equatorial_Guinea,1.32745125
21/10/2020,4,Equatorial_Guinea,1.62244042
22/10/2020,0,Equatorial_Guinea,0.8849675
23/10/2020,0,Equatorial_Guinea,0.8849675
24/10/2020,5,Equatorial_Guinea,1.17995667
25/10/2020,0,Equatorial_Guinea,1.17995667
26/10/2020,0,Equatorial_Guinea,1.17995667
27/10/2020,4,Equatorial_Guinea,1.25370396
28/10/2020,0,Equatorial_Guinea,1.25370396
29/10/2020,0,Equatorial_Guinea,1.10620937
30/10/2020,0,Equatorial_Guinea,1.10620937
31/10/2020,5,Equatorial_Guinea,1.32745125
1/11/2020,0,Equatorial_Guinea,1.32745125
2/11/2020,1,Equatorial_Guinea,1.40119854
3/11/2020,0,Equatorial_Guinea,1.40119854
4/11/2020,0,Equatorial_Guinea,1.10620937
5/11/2020,0,Equatorial_Guinea,1.10620937
6/11/2020,3,Equatorial_Guinea,1.32745125
7/11/2020,0,Equatorial_Guinea,0.95871479
8/11/2020,0,Equatorial_Guinea,0.95871479
9/11/2020,0,Equatorial_Guinea,0.95871479
10/11/2020,0,Equatorial_Guinea,0.66372562
11/11/2020,10,Equatorial_Guinea,1.40119854
12/11/2020,2,Equatorial_Guinea,1.54869312
13/11/2020,0,Equatorial_Guinea,1.54869312
14/11/2020,0,Equatorial_Guinea,1.17995667
15/11/2020,0,Equatorial_Guinea,1.17995667
16/11/2020,0,Equatorial_Guinea,1.10620937
17/11/2020,17,Equatorial_Guinea,2.35991333
18/11/2020,0,Equatorial_Guinea,2.35991333
19/11/2020,0,Equatorial_Guinea,2.35991333
20/11/2020,0,Equatorial_Guinea,2.13867146
21/11/2020,0,Equatorial_Guinea,2.13867146
22/11/2020,9,Equatorial_Guinea,2.80239708
23/11/2020,0,Equatorial_Guinea,2.80239708
24/11/2020,7,Equatorial_Guinea,3.31862812
25/11/2020,0,Equatorial_Guinea,2.58115521
26/11/2020,9,Equatorial_Guinea,3.09738625
27/11/2020,0,Equatorial_Guinea,3.09738625
28/11/2020,7,Equatorial_Guinea,3.61361729
29/11/2020,0,Equatorial_Guinea,3.61361729
30/11/2020,0,Equatorial_Guinea,3.61361729
1/12/2020,0,Equatorial_Guinea,2.35991333
2/12/2020,3,Equatorial_Guinea,2.58115521
3/12/2020,3,Equatorial_Guinea,2.80239708
4/12/2020,0,Equatorial_Guinea,2.80239708
5/12/2020,0,Equatorial_Guinea,2.80239708
6/12/2020,0,Equatorial_Guinea,2.13867146
7/12/2020,7,Equatorial_Guinea,2.6549025
8/12/2020,0,Equatorial_Guinea,2.13867146
9/12/2020,0,Equatorial_Guinea,2.13867146
10/12/2020,17,Equatorial_Guinea,2.72864979
11/12/2020,0,Equatorial_Guinea,2.72864979
12/12/2020,2,Equatorial_Guinea,2.35991333
13/12/2020,0,Equatorial_Guinea,2.35991333
14/12/2020,0,Equatorial_Guinea,2.35991333
22/03/2020,1,Eritrea,
